date,rank,song,artist
1954-01-08,1,Blowing Wild,Frankie Laine
1954-01-15,1,"Oh Mein Papa"" ♦",Eddie Calvert
1954-01-15,1,Rags to Riches,David Whitfield
1954-01-15,1,Blowing Wild,Frankie Laine
1954-01-15,1,Oh Mein Papa,Eddie Calvert
1954-01-22,1,Rags to Riches,David Whitfield
1954-01-22,1,"Oh Mein Papa"" ♦",Eddie Calvert
1954-01-22,1,Oh Mein Papa,Eddie Calvert
1954-01-22,1,Oh! My Papa,Eddie Fisher
1954-01-22,1,The Happy Wanderer,The Obernkirchen Children's Choir
1954-01-22,1,Blowing Wild,Frankie Laine
1954-01-29,1,Blowing Wild,Frankie Laine
1954-01-29,1,"Oh Mein Papa"" ♦",Eddie Calvert
1954-01-29,1,The Creep,Ken Mackintosh
1954-01-29,1,The Happy Wanderer,The Obernkirchen Children's Choir
1954-01-29,1,Oh Mein Papa,Eddie Calvert
1954-01-29,1,That's Amore,Dean Martin
1954-02-05,1,The Happy Wanderer,The Obernkirchen Children's Choir
1954-02-05,1,Oh Mein Papa,Eddie Calvert
1954-02-05,1,Tennessee Wig Walk,Bonnie Lou
1954-02-05,1,Blowing Wild,Frankie Laine
1954-02-05,1,"Oh Mein Papa"" ♦",Eddie Calvert
1954-02-12,1,The Happy Wanderer,The Obernkirchen Children's Choir
1954-02-12,1,Oh Mein Papa,Eddie Calvert
1954-02-12,1,Blowing Wild,Frankie Laine
1954-02-12,1,Tennessee Wig Walk,Bonnie Lou
1954-02-12,1,Ebb Tide,Frank Chacksfield
1954-02-12,1,"Man ""/""Woman",Rosemary Clooney & José Ferrer
1954-02-12,1,"Oh Mein Papa"" ♦",Eddie Calvert
1954-02-19,1,The Book,David Whitfield
1954-02-19,1,Skin Deep,Ted Heath & His Music
1954-02-19,1,The Cuff of My Shirt,Guy Mitchell
1954-02-19,1,"Man ""/""Woman",Rosemary Clooney & José Ferrer
1954-02-19,1,Tennessee Wig Walk,Bonnie Lou
1954-02-19,1,The Happy Wanderer,The Obernkirchen Children's Choir
1954-02-19,1,Oh Mein Papa,Eddie Calvert
1954-02-19,1,Don't Laugh at Me,Norman Wisdom
1954-02-26,1,Tennessee Wig Walk,Bonnie Lou
1954-02-26,1,The Book,David Whitfield
1954-02-26,1,I See the Moon,The Stargazers
1954-02-26,1,Oh Mein Papa,Eddie Calvert
1954-03-05,1,I See the Moon,The Stargazers
1954-03-05,1,Skin Deep,Duke Ellington
1954-03-05,1,Oh Mein Papa,Eddie Calvert
1954-03-12,1,I See the Moon,The Stargazers
1954-03-19,1,Bell Bottom Blues,Alma Cogan
1954-03-19,1,Changing Partners,Kay Starr
1954-03-19,1,I See the Moon,The Stargazers
1954-03-26,1,Granada,Frankie Laine
1954-03-26,1,Changing Partners,Kay Starr
1954-03-26,1,I See the Moon,The Stargazers
1954-04-02,1,Changing Partners,Kay Starr
1954-04-02,1,Secret Love,Doris Day
1954-04-02,1,I See the Moon,The Stargazers
1954-04-09,1,I See the Moon,The Stargazers
1954-04-09,1,Secret Love,Doris Day
1954-04-09,1,Such a Night,Johnnie Ray
1954-04-16,1,Secret Love,Doris Day
1954-04-16,1,"Secret Love"" †",Doris Day
1954-04-16,1,Tenderly,Nat King Cole
1954-04-16,1,The Kid's Last Fight,Frankie Laine
1954-04-23,1,I See the Moon,The Stargazers
1954-04-23,1,Bimbo,Ruby Wright
1954-04-23,1,Secret Love,Doris Day
1954-04-23,1,The Kid's Last Fight,Frankie Laine
1954-04-30,1,Such a Night,Johnnie Ray
1954-04-30,1,A Dime and a Dollar,Guy Mitchell
1954-04-30,1,Secret Love,Doris Day
1954-05-07,1,Secret Love,Doris Day
1954-05-07,1,A Dime and a Dollar,Guy Mitchell
1954-05-07,1,Make Love to Me,Jo Stafford
1954-05-07,1,"Secret Love"" †",Doris Day
1954-05-14,1,Secret Love,Doris Day
1954-05-14,1,"Secret Love"" †",Doris Day
1954-05-14,1,Friends and Neighbours,Billy Cotton & His Band
1954-05-14,1,Someone Else's Roses,Joan Regan
1954-05-21,1,"Secret Love"" †",Doris Day
1954-05-21,1,The Gang That Sang Heart of My Heart,Max Bygraves
1954-05-21,1,Secret Love,Doris Day
1954-05-21,1,Someone Else's Roses,Joan Regan
1954-05-21,1,Friends and Neighbours,Billy Cotton & His Band
1954-05-28,1,The Gang That Sang Heart of My Heart,Max Bygraves
1954-05-28,1,"Secret Love"" †",Doris Day
1954-05-28,1,Friends and Neighbours,Billy Cotton & His Band
1954-05-28,1,Secret Love,Doris Day
1954-06-04,1,"Secret Love"" †",Doris Day
1954-06-04,1,Friends and Neighbours,Billy Cotton & His Band
1954-06-04,1,Oh Baby Mine,The Four Knights
1954-06-11,1,Wanted,Perry Como
1954-06-11,1,Friends and Neighbours,Billy Cotton & His Band
1954-06-11,1,"Secret Love"" †",Doris Day
1954-06-18,1,Cara Mia,David Whitfield with Mantovani & His Orchestra
1954-06-18,1,Wanted,Perry Como
1954-06-18,1,"Secret Love"" †",Doris Day
1954-06-25,1,Wanted,Al Martino
1954-06-25,1,"Secret Love"" †",Doris Day
1954-06-25,1,Idle Gossip,Perry Como
1954-06-25,1,Cara Mia,David Whitfield with Mantovani & His Orchestra
1954-07-02,1,The Little Shoemaker,Petula Clark
1954-07-02,1,Wanted,Al Martino
1954-07-02,1,Little Things Mean a Lot,Kitty Kallen
1954-07-02,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-07-09,1,The Little Shoemaker,Petula Clark
1954-07-09,1,Wanted,Al Martino
1954-07-09,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-07-16,1,Three Coins in the Fountain,Frank Sinatra
1954-07-16,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-07-23,1,Three Coins in the Fountain,Frank Sinatra
1954-07-23,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-07-23,1,Rachmaninoff's 18th Variation on a Theme By Paganini,Winifred Atwell
1954-07-30,1,Three Coins in the Fountain,Frank Sinatra
1954-07-30,1,Rachmaninoff's 18th Variation on a Theme By Paganini,Winifred Atwell
1954-07-30,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-08-06,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-08-13,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-08-13,1,My Friend,Frankie Laine
1954-08-20,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-08-20,1,My Friend,Frankie Laine
1954-08-27,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-08-27,1,The Black Hills of Dakota,Doris Day
1954-09-03,1,"Hold My Hand"" ‡",Don Cornell
1954-09-03,1,Hold My Hand,Don Cornell
1954-09-03,1,The Black Hills of Dakota,Doris Day
1954-09-03,1,Cara Mia,David Whitfield with Mantovani and his Orchestra
1954-09-10,1,Hold My Hand,Don Cornell
1954-09-10,1,Smile,Nat King Cole
1954-09-10,1,Little Things Mean a Lot,Kitty Kallen
1954-09-10,1,"Hold My Hand"" ‡",Don Cornell
1954-09-17,1,Hold My Hand,Don Cornell
1954-09-17,1,"Hold My Hand"" ‡",Don Cornell
1954-09-17,1,Smile,Nat King Cole
1954-09-17,1,Three Coins in the Fountain,Frank Sinatra
1954-09-24,1,"Hold My Hand"" ‡",Don Cornell
1954-09-24,1,Three Coins in the Fountain,Frank Sinatra
1954-09-24,1,Hold My Hand,Don Cornell
1954-09-24,1,Gilly Gilly Ossenfeffer Katzenellen Bogen by the Sea,Max Bygraves
1954-09-24,1,Smile,Nat King Cole
1954-10-01,1,Sway,Dean Martin
1954-10-01,1,Gilly Gilly Ossenfeffer Katzenellen Bogen by the Sea,Max Bygraves
1954-10-01,1,Hold My Hand,Don Cornell
1954-10-01,1,"Hold My Hand"" ‡",Don Cornell
1954-10-01,1,Three Coins in the Fountain,Frank Sinatra
1954-10-01,1,The Story of Tina,Al Martino
1954-10-08,1,If I Give My Heart to You,Doris Day with The Mellomen
1954-10-08,1,Hold My Hand,Don Cornell
1954-10-08,1,The Story of Tina,Al Martino
1954-10-15,1,"My Son, My Son"" ‡",Vera Lynn
1954-10-15,1,"This Ole House"" ‡",Rosemary Clooney
1954-10-15,1,Hold My Hand,Don Cornell
1954-10-15,1,This Ole House,Rosemary Clooney
1954-10-15,1,"My Son, My Son",Vera Lynn
1954-10-15,1,The Story of Tina,Al Martino
1954-10-22,1,This Ole House,Billie Anthony
1954-10-22,1,"My Son, My Son"" ‡",Vera Lynn
1954-10-22,1,"My Son, My Son",Vera Lynn
1954-10-22,1,Hold My Hand,Don Cornell
1954-10-22,1,There Must Be a Reason,Frankie Laine
1954-10-29,1,If I Give My Heart to You,Joan Regan
1954-10-29,1,Rain Rain Rain,Frankie Laine & The Four Lads
1954-10-29,1,"Rain Rain Rain"" ‡",Frankie Laine & The Four Lads
1954-10-29,1,Hold My Hand,Don Cornell
1954-11-05,1,"My Son, My Son",Vera Lynn
1954-11-05,1,Rain Rain Rain,Frankie Laine & The Four Lads
1954-11-05,1,"Rain Rain Rain"" ‡",Frankie Laine & The Four Lads
1954-11-12,1,"My Son, My Son",Vera Lynn
1954-11-12,1,"Rain Rain Rain"" ‡",Frankie Laine & The Four Lads
1954-11-12,1,Rain Rain Rain,Frankie Laine & The Four Lads
1954-11-19,1,Hold My Hand,Don Cornell
1954-11-19,1,"No One But You"" ♦",Billy Eckstine
1954-11-19,1,No One But You,Billy Eckstine
1954-11-26,1,This Ole House,Rosemary Clooney
1954-11-26,1,"Santo Natale "" ‡",David Whitfield
1954-11-26,1,"No One But You"" ♦",Billy Eckstine
1954-11-26,1,Let's Have Another Party,Winifred Atwell
1954-11-26,1,Santo Natale,David Whitfield
1954-11-26,1,No One But You,Billy Eckstine
1954-11-26,1,"Let's Have Another Party"" ‡",Winifred Atwell
1954-12-03,1,Let's Have Another Party,Winifred Atwell
1954-12-03,1,"Santo Natale "" ‡",David Whitfield
1954-12-03,1,"I Still Believe"" ‡",Ronnie Hilton
1954-12-03,1,"Let's Have Another Party"" ‡",Winifred Atwell
1954-12-03,1,Santo Natale,David Whitfield
1954-12-03,1,I Still Believe,Ronnie Hilton
1954-12-10,1,Let's Have Another Party,Winifred Atwell
1954-12-10,1,"I Still Believe"" ‡",Ronnie Hilton
1954-12-10,1,"Santo Natale "" ‡",David Whitfield
1954-12-10,1,Santo Natale,David Whitfield
1954-12-10,1,"Let's Have Another Party"" ‡",Winifred Atwell
1954-12-10,1,I Still Believe,Ronnie Hilton
1954-12-17,1,Let's Have Another Party,Winifred Atwell
1954-12-17,1,"Santo Natale "" ‡",David Whitfield
1954-12-17,1,"Let's Have Another Party"" ‡",Winifred Atwell
1954-12-17,1,"I Still Believe"" ‡",Ronnie Hilton
1954-12-17,1,"Heartbeat"" ♦",Ruby Murray
1954-12-17,1,"The Finger of Suspicion"" ♦",Dickie Valentine with The Stargazers
1954-12-17,1,Let's Get Together No. 1,The Big Ben Banjo Band
1954-12-17,1,I Still Believe,Ronnie Hilton
1954-12-17,1,Santo Natale,David Whitfield
1954-12-23,1,The Finger of Suspicion,Dickie Valentine with The Stargazers
1954-12-23,1,Heartbeat,Ruby Murray
1954-12-24,1,"Let's Have Another Party"" ‡",Winifred Atwell
1954-12-24,1,"The Finger of Suspicion"" ♦",Dickie Valentine with The Stargazers
1954-12-24,1,Let's Get Together No. 1,The Big Ben Banjo Band
1954-12-24,1,"Santo Natale "" ‡",David Whitfield
1954-12-24,1,Santo Natale,David Whitfield
1954-12-24,1,Let's Have Another Party,Winifred Atwell
1954-12-30,1,The Finger of Suspicion,Dickie Valentine with The Stargazers
1954-12-31,1,Let's Have Another Party,Winifred Atwell
