date,rank,song,artist
1997-11-22,1,Candle in the Wind 1997,Elton John
1997-11-29,1,Candle in the Wind 1997,Elton John
1997-12-06,1,Candle in the Wind 1997,Elton John
1997-12-13,1,Candle in the Wind 1997,Elton John
1997-12-20,1,En Navidad,Rosana
1997-12-27,1,En Navidad,Rosana
1998-01-03,1,Candle in the Wind 1997,Elton John
1998-01-10,1,Candle in the Wind 1997,Elton John
1998-01-17,1,Candle in the Wind 1997,Elton John
1998-01-24,1,Torn,Natalie Imbruglia
1998-01-31,1,Torn,Natalie Imbruglia
1998-02-07,1,Torn,Natalie Imbruglia
1998-02-14,1,All I Have to Give,Backstreet Boys
1998-02-21,1,Torn,Natalie Imbruglia
1998-02-28,1,Frozen,Madonna
